TIME,STATE,RECEIVED_PKT,REASON,FUZZED_PKT,FUZZED_FIELDS_NAME,FUZZED_FIELDS_VALUE,DUPLICATED_PKT,ITERATION_NUMBER
2021-09-22 13_59_13.320656,FEATURE_REQ,BTLE / BTLE_DATA / CtrlPDU / LL_SLAVE_FEATURE_REQ,ANOMALY detected in state FEATURE_REQ,None,None,None,None,0
