STATE,TIME,REASON,FUZZED_FIELDS_NAME,FUZZED_FIELDS_VALUE,DUPLICATED_PKT
SCANNING,2019-08-07 18:33:13.145768,CRASH DETECTED in state SCANNING,None,None,None
